Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2)
13.51680614,0.008976429,0.011468053,0.050225258
13.52680614,0.012324718,0.027877688,0.040597916
13.53680614,0.010605711,-0.008160472,0.045368195
13.54680614,-0.017808262,-0.028766036,0.021556854
13.55680614,-0.021875732,-0.02400434,0.009912491
13.56680614,-0.017951872,-0.042087197,0.017577171
13.57680617,-0.013685849,-0.018406034,0.022994995
13.58680617,-0.023317419,-0.049794316,-0.00989151
13.59680617,0.000796667,-0.061616778,0.026713371
13.60680617,-0.006893888,-0.04866612,0.013161659
13.61680617,-0.02311912,-0.033620596,0.092946053
13.63680614,-0.005348047,-0.045121908,0.080013275
13.64680614,0.006144348,-0.063542962,0.006240845
13.65680614,0.02630531,-0.082138777,0.033000946
13.66680614,0.004732947,-0.051692247,0.038381577
13.67680614,0.01153079,-0.037168622,-0.00399971
13.68680614,0.011485234,-0.038974047,-0.017585754
13.69680614,0.011443623,-0.040197253,0.028770447
13.70680614,0.030688459,-0.022064805,0.094315529
13.71680614,-0.020283604,-0.021535277,0.200440407
13.72680614,-0.052469209,0.008029103,-0.004984856
13.73680614,-0.015519605,-0.035390139,-0.124389648
13.74680614,0.010838935,-0.029011011,-0.030426979
13.75680614,0.038450509,-0.033001184,0.0374403
13.76680614,-0.053075574,-0.050796866,-0.040652275
13.77680614,0.007858532,-0.027084351,-0.08749485
13.78680614,0.021939153,-0.021700263,-0.007315636
13.79680614,0.004853577,-0.02897501,0.084737778
13.80680614,0.004910239,-0.011768341,0.080747604
13.81680614,0.003824855,-0.028309822,0.090723991
13.82680617,-0.003288265,-0.022579908,0.11480999
13.83680617,0.011739062,-0.053552389,0.090891838
13.84680617,-0.016181685,-0.012510896,0.038271904
13.85680617,-0.063347302,0.016485453,-0.009570122
13.86680617,-0.051224358,0.03647995,0.009711266
13.88680614,-0.078548931,0.033821464,0.065112114
13.89680614,-0.067875706,0.000502944,0.057967186
13.90680614,-0.042244971,-0.009010077,0.077140808
13.91680614,-0.011508871,-0.034978271,0.038902283
13.92680614,0.028937232,-0.03862381,-0.03273201
13.93680614,0.011385025,-0.069819689,0.005947113
13.94680614,0.038425483,-0.061649084,0.00887394
13.95680614,0.011219241,-0.068970561,0.019173622
13.96680614,0.00935363,-0.076079607,0.01274395
13.97680614,-0.024352752,-0.082861781,-0.000818253
13.98680614,-0.014620684,-0.07265842,-0.019128799
13.99680614,0.003083169,-0.061894774,-0.00861454
14.00680614,0.004345629,-0.062715292,0.109705925
14.01680614,0.012300827,-0.043079972,0.163210869
14.02680614,0.033422157,-0.059349298,0.067896843
14.03680614,0.013314277,-0.041576505,-0.116301537
14.04680614,0.021585848,-0.051897049,-0.163930893
14.05680614,-0.00802673,0.007843852,0.021159172
14.06680614,0.019120917,0.047122717,0.065175056
14.07680617,0.022960678,0.056075096,0.082605362
14.08680617,0.033697028,0.033934951,0.087687492
14.09680617,0.015310746,0.050890207,0.08293438
14.10680617,0.008755624,0.023536563,0.087563515
14.11680617,0.013119742,0.015201688,0.082588196
14.13680614,-0.035836525,0.006619096,0.053629875
14.14680614,-0.023857918,0.010790825,0.048743248
14.15680614,-0.061625339,0.005141377,-0.011246681
14.16680614,-0.02365151,-0.009692311,-0.020887375
14.17680614,-0.064327478,-0.030668378,0.012735367
14.18680614,-0.066395953,-0.047701716,0.068155289
14.19680614,-0.053970736,-0.034945011,0.102199554
14.20680614,-0.040592011,-0.060487151,0.076398849
14.21680614,-0.04359097,-0.057129145,0.009926796
14.22680614,-0.027227253,-0.067572474,-0.006170273
14.23680614,-0.042998381,-0.038849831,0.025753021
14.24680614,-0.016083412,-0.055789351,0.031310081
14.25680614,-0.023044556,-0.072698832,0.02490139
14.26680614,0.008662976,-0.072788358,0.020903587
14.27680614,0.028097015,-0.058385253,-0.023773193
14.28680614,-0.005646408,-0.070212007,-0.042098999
14.29680614,-0.006513029,-0.069713235,0.030611038
14.30680614,0.013120398,-0.052212834,0.026740074
14.31680614,0.028565437,-0.029884934,0.013306618
14.32680617,0.027529597,-0.020243764,0.035674095
14.33680617,0.018605039,0.005404234,0.02918148
14.3468062,-0.026420467,0.000973105,0.003308296
14.3568062,-0.008408561,0.009963036,0.029959679
14.3668062,0.002960384,-0.031498551,0.032645226
14.38680617,-0.001789726,0.019529939,0.016462326
14.39680617,-0.017158791,0.006713986,0.037882805
14.40680617,-0.003853098,-0.00842452,0.025795937
14.41680617,-0.026595168,0.000345469,-0.072487831
14.42680617,-0.03239318,-0.001921535,-0.01259613
14.43680617,-0.027591623,-0.005008578,0.047570229
14.44680617,-0.03160166,-0.005121946,0.02883625
14.45680617,0.0120074,-0.009928107,0.024481773
14.46680617,-0.005358681,-0.028944254,0.082390785
14.47680617,-0.021637395,-0.036422133,0.085144997
14.48680617,-0.028817445,-0.033165097,-0.032025337
14.49680617,-0.043416232,-0.020518422,-0.022337914
14.50680617,-0.054619476,-0.045722127,0.028141975
14.51680617,-0.011151955,-0.024344325,0.150655746
14.52680617,-0.000406608,-0.013251781,0.23236084
14.53680617,-0.004884779,-0.016254663,-0.021492004
14.54680617,-0.006759554,-0.032336712,-0.170185089
14.55680617,0.049459033,-0.031980991,-0.138951302
14.56680617,0.046609625,-0.045168996,0.060398102
14.5768062,0.036349006,0.00980258,0.037244797
14.5868062,0.05543679,-0.01337111,-0.007739067
14.5968062,0.033101991,-0.041918755,-0.057621002
14.6068062,-0.007721096,-0.012416124,-0.042747498
14.6168062,-0.01371938,-0.018680811,0.012870789
14.63680617,-0.034463912,-0.018019795,0.049729347
14.65680614,-0.008355811,-0.024784207,0.085743904
14.66680614,-0.000376418,0.01333952,0.083327293
14.67680614,0.001989126,0.023950815,0.056757927
14.68680614,-0.050935537,0.029518962,0.046900749
14.69680614,0.002151698,0.066415668,0.049057007
14.70680614,-0.010920256,0.033403873,0.034385681
14.71680614,-0.055095717,0.029347539,0.046090126
14.72680614,-0.058072895,0.023240924,0.043495178
14.73680614,-0.038387224,0.027077913,0.009853363
14.74680614,-0.019323558,-0.004957199,-0.007027626
14.75680614,-0.01833111,-0.048763752,-0.040654182
14.76680614,-0.001204923,-0.050712228,-0.042966843
14.77680614,0.026376046,-0.085083723,0.02674675
14.78680614,0.014721185,-0.094841719,0.036707878
14.79680614,0.009195179,-0.118672371,0.027549744
14.80680614,0.013935447,-0.113451362,-0.027032852
14.81680614,0.050556913,-0.107788086,-0.031249046
14.82680614,0.030747682,-0.082644224,0.084282875
14.83680614,0.092122987,-0.064738154,0.094424248
14.84680614,-0.020286128,-0.002418756,0.00620079
14.85680614,0.009677276,0.083020926,-0.003139496
14.86680614,-0.005960226,0.073086858,-0.022403717
14.8868061,0.002106987,0.058150411,0.017290115
14.8968061,0.008212902,0.063560724,0.026134491
14.9068061,0.016957566,0.060806394,0.034814835
14.9168061,0.039781757,0.057397604,0.060143471
14.9268061,0.057565395,0.04189074,0.059114456
14.9368061,0.050897099,0.050332904,0.058082581
14.9468061,0.050019585,0.058337927,0.040206909
14.9568061,0.023816928,0.046828866,-0.00407505
14.9668061,-0.033783399,0.049937129,-0.02436924
14.9768061,-0.037066802,0.044096351,-0.025381088
14.9868061,-0.015087605,0.046218753,0.03600502
14.9968061,-0.04744155,0.03163743,0.044736862
15.0068061,-0.047585629,-0.002385974,0.01033783
15.0168061,-0.016041689,-0.004722595,0.009560585
15.0268061,-0.011027448,-0.013834834,-0.015091896
15.0368061,-0.010855302,-0.043790579,-0.02047348
15.0468061,-0.029116273,-0.060123324,0.005549431
15.0568061,-0.006243862,-0.043916464,0.027018547
15.0668061,-0.009955429,-0.027284622,0.027008057
15.07680613,0.000433132,-0.030040264,0.065264702
15.08680613,0.00039506,-0.004772902,0.072272301
15.09680613,0.025861666,0.004807949,0.05032444
15.10680613,0.03142339,0.015547395,0.0353508
15.11680613,0.029418044,0.011053085,0.034598351
15.12680613,0.029606983,0.015445352,0.076830864
15.13680613,0.046804275,0.071907282,-0.007920265
15.14680613,0.033081494,0.050700545,0.000537872
15.15680613,0.023209721,0.036725879,0.049702644
15.16680613,0.01241722,0.047244906,0.027126312
15.17680613,-0.012086272,0.06556797,0.019024849
15.18680613,0.002691574,0.074210048,0.015708923
15.19680613,0.001299247,0.089615107,0.043457985
15.20680613,-0.023889519,0.108876228,0.06867218
15.21680613,0.001677983,0.050123572,0.06015873
15.22680613,0.042608395,0.041922212,0.042125702
15.23680613,0.038302336,0.041792154,0.067335129
15.24680613,0.020186752,0.039656281,0.085412979
15.25680613,0.026826527,0.056996346,-0.032936096
15.26680613,-0.000520699,0.064953089,-0.074637413
15.27680613,0.008159563,0.033071518,0.029842377
15.28680613,0.000601325,0.023720264,0.163209915
15.29680613,-0.018112067,0.011752844,0.150504112
15.30680613,-0.031353503,0.003171802,0.022674561
15.31680613,-0.033816345,-0.017609358,-0.054900169
15.32680617,0.007811114,-0.03827405,0.011561394
15.33680617,-0.017370895,-0.022843242,0.05685997
15.34680617,-0.032952018,-0.001583099,0.030488968
15.35680617,-0.010876745,0.005028605,-0.103668213
15.36680617,-0.005773947,-0.011715412,-0.096482277
15.38680613,0.039145067,-0.000895858,0.028569221
15.39680613,0.030431453,0.027579188,0.076778412
15.40680613,0.025728568,0.013429761,0.057657242
15.41680613,0.0629628,0.011669993,0.098090172
15.42680613,0.031715535,0.008533716,0.111971855
15.43680613,0.045517124,0.016515017,0.132908821
15.44680613,0.036845155,0.050054431,0.101056099
15.45680613,0.028665723,0.046654701,0.066664696
15.46680613,0.025937794,0.040458322,0.065740585
15.47680613,0.004353262,0.046065569,0.016914368
15.48680613,-0.014638364,0.052283049,0.0352211
15.49680613,-0.01112064,0.059484482,0.015370369
15.50680613,0.004732985,0.050513506,0.014761925
15.51680613,-0.013126865,0.018155456,0.057330132
15.52680613,-0.016685907,0.02482307,0.032964706
15.53680613,-0.02693031,0.031492472,0.049304008
15.54680613,-0.000518288,-0.017342687,0.039248466
15.55680613,-0.000103641,-0.053838134,0.029248238
15.56680613,0.006969657,-0.036444545,0.002660751
15.57680617,0.019325096,-0.032011747,-0.028512955
15.58680617,0.01225242,-0.014623642,-0.026028633
15.59680617,0.023948446,-0.013762236,0.038736343
15.60680617,0.010204911,0.010273099,0.177605629
15.61680617,-0.033274021,-0.015879035,0.038417816
15.63680613,-0.02190375,0.003968358,-0.070243835
15.64680613,-0.010666501,0.004950643,0.027723312
15.65680613,0.012906428,0.059784532,0.068399429
15.66680613,0.035427105,0.061249733,0.049118042
15.67680613,0.047167629,0.034768343,0.075094223
15.68680613,0.036349226,0.040477872,0.07215023
15.69680613,0.046467699,0.035826206,0.057125092
15.70680613,0.007868871,0.038281322,0.056453705
15.71680613,0.024368718,0.012421131,0.055843353
15.72680613,0.011867183,0.032974839,0.064940453
15.73680613,-0.014315417,0.070755601,0.028615952
15.74680613,0.013379779,0.086604357,0.009001732
15.75680613,0.014536841,0.068260789,0.027604103
15.76680613,-0.030867541,0.046949148,0.022184372
15.77680613,-0.035652332,0.020672798,0.052656174
15.78680613,0.002933022,0.009646654,0.052126884
15.79680613,-0.022036109,-0.01953125,0.068496704
15.80680613,-0.004881379,-0.011887312,0.034714699
15.81680613,0.015403467,-0.060908318,0.013014793
15.82680617,0.001829225,-0.080094934,0.008223534
15.83680617,0.02156115,-0.059733033,0.025147438
15.84680617,0.007624358,-0.064967394,0.013442993
15.85680617,0.000659779,-0.040476084,0.047364235
15.86680617,-0.011657448,-0.018279314,0.062144279
15.88680613,0.008631781,-0.01729691,0.021903038
15.89680613,-0.002114691,-0.015074134,0.012301445
15.90680616,0.010907507,-0.034942746,0.009807587
15.91680616,0.00025635,0.012874603,0.009797096
15.92680616,0.019005291,0.007881284,0.028922081
15.93680616,-0.005179157,0.033548117,0.045588493
15.94680616,-0.005359043,0.020053148,0.047775269
15.95680616,0.019103199,0.020851135,-0.002721786
15.96680616,-0.03066095,0.016874075,0.009034157
15.97680616,0.007963709,0.037422776,0.037628174
15.98680616,0.00767196,0.03429842,0.027951241
15.99680616,-0.010425715,0.043076277,0.039812088
16.00680616,-0.016606305,0.039130449,0.073117256
16.01680616,-0.000682466,0.051228166,0.051260948
16.02680616,0.006357516,0.031198144,0.007721901
16.03680616,-0.005556026,-0.026765227,-0.007035255
16.04680616,0.016776947,-0.032736301,0.007170677
16.05680616,0.003137165,0.015552044,0.038350105
16.06680616,0.030124396,-0.000472069,0.028873444
16.0768062,0.030413259,-0.009213448,0.091236115
16.0868062,-0.001367562,0.005762815,0.172720909
16.0968062,-0.021647586,-0.004590631,0.0744524
16.1068062,-0.014119527,-0.022928357,-0.052653313
16.1168062,0.018352892,-0.025791883,-0.035955429
16.13680616,-0.028290313,-0.036411643,0.019294739
16.1468062,-0.035922121,-0.049773932,-0.136192322
16.1568062,-0.027776957,-0.083505034,-0.217298508
16.1668062,-0.018753435,-0.05119884,-0.068044662
16.1768062,0.026978061,-0.041033864,0.110192299
16.1868062,0.043442838,-0.032269001,0.168531418
16.1968062,0.027330929,0.025635004,0.106674194
16.21680616,0.057543151,-0.004106998,0.046343803
16.22680616,0.026707571,0.016716361,0.038728714
16.23680616,0.019658202,0.045037627,0.055100441
16.24680616,-0.02124284,0.051830292,0.076265335
16.25680616,-0.004081351,0.072655082,0.037530899
16.26680616,-0.031135436,0.057248354,0.010725975
16.27680616,-0.045439709,0.061419249,0.012710571
16.28680616,-0.039924487,0.063673854,0.019550323
16.29680616,-0.009905345,0.054622054,0.036058426
16.30680616,-0.01862802,0.031432748,0.050203323
16.31680616,0.004144589,-0.010711432,0.033249855
16.3268062,0.001207915,-0.025746584,0.016402245
16.3368062,0.022160431,-0.066705346,0.002005577
16.3468062,0.035003509,-0.068547726,-0.002707481
16.3568062,0.017716823,-0.110054255,0.007082939
16.3668062,0.001974296,-0.085507035,0.048187256
16.38680616,0.004968399,-0.017417431,0.125588417
16.39680616,-0.016940687,-0.017042875,0.180704117
16.40680616,-0.025348339,-0.023513079,-0.018244743
16.41680616,-0.007778671,-0.037481904,-0.138224602
16.42680616,0.007543109,-0.003101349,-0.044732094
16.43680616,0.008519297,0.023629308,0.084933281
16.45680613,0.073052339,0.045069337,0.068487167
16.46680613,0.062953122,0.052549243,0.053835869
16.47680613,0.024908159,0.024831414,0.003043175
16.48680613,0.010305998,0.00679493,-0.011820793
16.49680613,-0.006895057,0.02608192,0.050122261
16.50680613,0.009386728,0.034510493,0.081090927
16.51680613,-0.022334691,0.050317168,0.080963135
16.52680613,-0.024149047,0.065440774,0.075954437
16.53680613,-0.048873082,0.048371315,0.006160736
16.54680613,-0.014937639,0.028888345,-0.020542145
16.55680613,-0.016808257,0.005332708,0.010313988
