"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.796806190E0,-1.946110278E-2,1.111578941E-2,5.752468109E-2
1.806806190E0,-1.514836401E-2,5.638146400E-2,2.319049835E-2
1.816806190E0,2.545118332E-3,9.478080273E-2,5.117416382E-2
1.826806223E0,1.094885170E-3,1.087938547E-1,5.514717102E-2
1.836806223E0,3.647193313E-3,1.023575068E-1,7.806110382E-2
1.846806223E0,1.484130323E-2,9.225344658E-2,4.330539703E-2
1.856806223E0,1.675531268E-3,3.063476086E-2,2.511692047E-2
1.866806223E0,1.267561316E-2,1.004624367E-2,9.384155273E-3
1.886806189E0,2.552395314E-2,9.709954262E-3,-5.757236481E-2
1.896806189E0,6.600479782E-2,1.456022263E-3,2.770709991E-2
1.906806189E0,5.936839059E-2,2.098441124E-3,2.944183350E-2
1.916806189E0,2.061766386E-2,1.932239532E-2,8.859920502E-2
1.926806189E0,3.153934330E-2,3.326487541E-2,1.354408264E-2
1.936806189E0,2.413074672E-2,3.451716900E-2,-6.160926819E-2
1.946806189E0,4.582903534E-2,5.045533180E-2,-6.966781616E-2
1.956806189E0,1.787640154E-2,5.753731728E-2,-3.388404846E-3
1.966806189E0,3.310038149E-2,8.184039593E-2,6.296539307E-2
1.976806189E0,4.724249244E-3,8.855247498E-2,1.339788437E-1
1.986806189E0,7.944032550E-4,8.390080929E-2,1.448774338E-1
1.996806189E0,1.641651243E-2,8.712589741E-2,8.131217957E-2
2.006806189E0,-2.784917504E-2,6.994259357E-2,7.024097443E-2
2.016806189E0,1.732756943E-2,6.500983238E-2,1.119012833E-1
2.026806189E0,9.866729379E-3,4.154729843E-2,1.201438904E-1
2.036806189E0,-7.786750793E-3,3.797066212E-2,9.976577759E-2
2.046806189E0,1.004566997E-2,1.846766472E-2,2.205181122E-2
2.056806189E0,-2.525689453E-2,5.513906479E-2,-2.916526794E-2
2.066806189E0,-2.880549431E-2,6.147885323E-2,-3.716468811E-2
2.076806222E0,-7.275864482E-4,5.664980412E-2,-4.339218140E-3
2.086806222E0,-3.548669070E-2,6.716573238E-2,7.171726227E-2
2.096806222E0,-2.674911171E-2,9.204864502E-2,4.243469238E-2
2.106806222E0,-4.169625044E-2,5.375218391E-2,8.006191254E-2
2.116806222E0,-2.256374806E-2,1.288664341E-2,5.302906036E-2
2.136806188E0,6.562098861E-3,-3.889167309E-2,8.737564087E-3
2.146806188E0,-9.075939655E-3,-4.426658154E-2,2.029991150E-2
2.156806188E0,8.027315140E-3,-5.283021927E-2,1.532268524E-2
2.166806188E0,9.808093309E-3,-3.398323059E-2,1.766967773E-2
2.176806188E0,1.116422564E-2,-5.017769337E-2,6.801795959E-2
2.186806188E0,1.004508883E-2,-5.372667313E-2,7.536506653E-2
2.196806188E0,2.116940916E-2,-3.111112118E-2,6.832408905E-2
2.206806188E0,3.240827098E-2,-3.816616535E-2,-1.067161560E-2
2.216806188E0,7.695049047E-3,-2.662611008E-2,-1.792049408E-2
2.226806188E0,-1.016812772E-2,-1.995790005E-2,-3.715324402E-2
2.236806188E0,3.192965686E-2,-1.128792763E-3,5.888938904E-3
2.246806188E0,2.580360696E-2,1.809620857E-2,1.101493835E-3
2.256806188E0,2.691120282E-2,4.747676849E-2,2.033615112E-2
2.266806188E0,1.360280812E-2,7.883536816E-2,2.993679047E-2
2.276806188E0,-2.405054867E-3,7.824015617E-2,3.941917419E-2
2.286806188E0,2.727486193E-3,9.582674503E-2,7.270622253E-2
2.296806188E0,-1.120089740E-2,8.764874935E-2,7.461643219E-2
2.306806188E0,1.189016551E-2,6.094670296E-2,5.474281311E-2
2.316806188E0,6.886471063E-3,2.142870426E-2,4.194259644E-2
2.326806221E0,-1.043502986E-2,-3.711581230E-3,6.505775452E-2
2.336806221E0,4.415364936E-2,2.948439121E-2,-3.620052338E-2
2.346806221E0,1.174479723E-2,5.510210991E-3,6.608581543E-2
2.356806221E0,2.383610979E-2,1.162350178E-2,1.613693237E-1
2.366806221E0,1.418787986E-2,2.781283855E-2,1.609544754E-1
2.386806187E0,-2.555726841E-2,3.369891644E-2,3.323078156E-2
2.396806187E0,1.373867691E-2,2.099955082E-2,1.691818237E-3
2.406806187E0,-1.817690954E-2,1.627504826E-2,-5.607318878E-2
2.416806187E0,-3.265950829E-2,-3.101646900E-2,-4.433155060E-2
2.426806187E0,-4.827712849E-2,-6.950771809E-2,-3.716659546E-2
2.436806187E0,-6.881093979E-2,-4.544770718E-2,-1.038608551E-1
2.446806187E0,-4.878028482E-2,-3.651416302E-2,-7.455348969E-2
2.456806187E0,1.593293622E-2,-5.789959431E-2,1.152887344E-1
2.466806187E0,3.190623969E-2,-3.395521641E-2,1.375131607E-1
2.476806187E0,5.240403116E-2,2.120733261E-3,1.019754410E-1
2.486806187E0,4.515399039E-2,-3.217947483E-2,8.752155304E-2
2.496806187E0,4.939896986E-2,3.418803215E-3,2.250766754E-2
2.506806187E0,3.834431246E-2,-2.451777458E-2,6.744384766E-2
2.516806187E0,1.443827525E-2,2.244615555E-2,5.261325836E-2
2.526806187E0,1.718289405E-2,-2.531647682E-3,4.734802246E-2
2.536806187E0,-3.579439968E-2,1.855802536E-2,3.850936890E-3
2.546806187E0,-3.774352372E-2,5.460619926E-2,2.029418945E-2
2.556806187E0,-2.450553328E-2,6.448233128E-2,2.000617981E-2
2.566806187E0,-2.761910111E-2,5.784809589E-2,-6.581306458E-3
2.576806220E0,-8.086495101E-3,6.542277336E-2,1.470184326E-2
